Dados do evento,Data de pagamento,Prazos (dias úteis),Dias entre pagamentos,Expectativa de juros (%),Juros projetados,Amortizações,Fluxo descontado (R$),Ativo
Juros,17/08/2026,44.0,124.0,-,"43,201367","0,00000000","42,506002",WNTY12
Juros,15/02/2027,166.0,122.0,-,"42,490556","0,00000000","39,96733",WNTY12
Juros,16/08/2027,293.0,127.0,-,"44,268455","0,00000000","39,734361",WNTY12
Juros,15/02/2028,420.0,127.0,-,"44,268455","0,00000000","37,916249",WNTY12
Juros,15/08/2028,544.0,124.0,-,"43,201367","0,00000000","35,348267",WNTY12
Juros,15/02/2029,667.0,123.0,-,"42,845904","0,00000000","33,502695",WNTY12
Juros|Amortização,15/08/2029,793.0,126.0,-,"43,912642","80,16956","92,618817",WNTY12
Juros|Amortização,15/02/2030,918.0,125.0,-,"40,206415","80,169326","85,804127",WNTY12
Juros|Amortização,15/08/2030,1042.0,124.0,-,"36,555018","80,169596","79,482457",WNTY12
Juros|Amortização,17/02/2031,1170.0,128.0,-,"34,326467","80,169684","74,370157",WNTY12
Juros|Amortização,15/08/2031,1293.0,123.0,-,"29,662564","80,169604","68,176886",WNTY12
Juros|Amortização,16/02/2032,1419.0,126.0,-,"27,023182","80,169694","63,517417",WNTY12
Juros|Amortização,16/08/2032,1546.0,127.0,-,"23,836876","80,169613","58,809364",WNTY12
Juros|Amortização,15/02/2033,1673.0,127.0,-,"20,431611","80,169868","54,281214",WNTY12
Juros|Amortização,15/08/2033,1797.0,124.0,-,"16,615917","80,169676","49,887935",WNTY12
Juros|Amortização,15/02/2034,1925.0,128.0,-,"13,730585","80,169676","46,169013",WNTY12
Juros|Amortização,15/08/2034,2048.0,123.0,-,"9,88752","80,169596","42,315709",WNTY12
Juros|Amortização,15/02/2035,2171.0,123.0,-,"6,591682","80,169716","38,95919",WNTY12
Juros|Amortização,15/08/2035,2297.0,126.0,-,"3,377897","80,169716","35,812672",WNTY12
Juros,15/12/2026,126.0,127.0,-,"35,883386","0,00000000","34,496271",VLIM13
Juros,15/06/2027,249.0,123.0,-,"34,737713","0,00000000","32,134116",VLIM13
Juros,15/12/2027,376.0,127.0,-,"35,883386","0,00000000","31,900788",VLIM13
Juros,16/06/2028,502.0,126.0,-,"35,596873","0,00000000","30,422758",VLIM13
Juros|Amortização,15/12/2028,627.0,125.0,-,"35,310421","1.255,7018","1.061,03991",VLIM13
Juros,15/12/2026,126.0,127.0,-,"41,85211","0,00000000","39,20117",VAMO33
Juros,15/06/2027,249.0,123.0,-,"40,514","0,00000000","35,599598",VAMO33
Juros,15/12/2027,376.0,127.0,-,"41,85211","0,00000000","34,428132",VAMO33
Juros,16/06/2028,502.0,126.0,-,"41,51746","0,00000000","31,989581",VAMO33
Juros,15/12/2028,627.0,125.0,-,"41,182892","0,00000000","29,73732",VAMO33
Juros|Amortização,15/06/2029,750.0,123.0,-,"40,514","441,971768","326,834428",VAMO33
Juros,17/12/2029,876.0,126.0,-,"27,67832","0,00000000","17,561624",VAMO33
Juros|Amortização,17/06/2030,1000.0,124.0,-,"27,232283","441,97243","279,138723",VAMO33
Juros,16/12/2030,1127.0,127.0,-,"13,95071","0,00000000","7,769805",VAMO33
Juros|Amortização,16/06/2031,1249.0,122.0,-,"13,393232","441,97243","238,044402",VAMO33
Juros,15/10/2026,85.0,126.0,-,"34,184752","0,00000000","33,391847",VALEA0
Juros,15/04/2027,208.0,123.0,-,"33,358477","0,00000000","31,496755",VALEA0
Juros,15/10/2027,335.0,127.0,-,"34,460312","0,00000000","31,415991",VALEA0
Juros,17/04/2028,461.0,126.0,-,"34,184752","0,00000000","30,099263",VALEA0
Juros,16/10/2028,586.0,125.0,-,"33,909259","0,00000000","28,843868",VALEA0
Juros,16/04/2029,708.0,122.0,-,"33,083186","0,00000000","27,209091",VALEA0
Juros,15/10/2029,834.0,126.0,-,"34,184752","0,00000000","27,153824",VALEA0
Juros,15/04/2030,957.0,123.0,-,"33,358477","0,00000000","25,61276",VALEA0
Juros,15/10/2030,1085.0,128.0,-,"34,735939","0,00000000","25,74431",VALEA0
Juros,15/04/2031,1208.0,123.0,-,"33,358477","0,00000000","23,897916",VALEA0
Juros,15/10/2031,1336.0,128.0,-,"34,735939","0,00000000","24,020659",VALEA0
Juros,15/04/2032,1461.0,125.0,-,"33,909259","0,00000000","22,653533",VALEA0
Juros,15/10/2032,1588.0,127.0,-,"34,460312","0,00000000","22,228431",VALEA0
Juros,18/04/2033,1714.0,126.0,-,"34,184752","0,00000000","21,296779",VALEA0
Juros,17/10/2033,1840.0,126.0,-,"34,184752","0,00000000","20,56865",VALEA0
Juros,17/04/2034,1965.0,125.0,-,"33,909259","0,00000000","19,710763",VALEA0
Juros|Amortização,16/10/2034,2090.0,125.0,-,"33,909259","1.087,82918","629,924533",VALEA0
Juros,16/11/2026,106.0,127.0,-,"35,775772","0,00000000","34,729413",VALEB1
Juros,17/05/2027,229.0,123.0,-,"34,630562","0,00000000","32,479466",VALEB1
Juros,16/11/2027,355.0,126.0,-,"35,489356","0,00000000","32,130946",VALEB1
Juros,15/05/2028,479.0,124.0,-,"34,91675","0,00000000","30,533634",VALEB1
Juros,16/11/2028,607.0,128.0,-,"36,062263","0,00000000","30,424993",VALEB1
Juros,15/05/2029,728.0,121.0,-,"34,05841","0,00000000","27,777044",VALEB1
Juros,16/11/2029,856.0,128.0,-,"36,062263","0,00000000","28,375757",VALEB1
