Dados do evento,Data de pagamento,Prazos (dias úteis),Dias entre pagamentos,Expectativa de juros (%),Juros projetados,Amortizações,Fluxo descontado (R$),Ativo
-,15/01/2026,184.0,184.0,-,"0,00000000","0,00000000","0,00000000",ACRC21
Juros|Amortização,15/07/2026,307.0,123.0,-,"41,195736","26,087996","61,001423",ACRC21
Juros|Amortização,15/01/2027,433.0,126.0,-,"41,268669","21,450322","54,620691",ACRC21
Juros|Amortização,15/07/2027,557.0,124.0,-,"39,833584","21,450207","51,299048",ACRC21
Juros|Amortização,17/01/2028,685.0,128.0,-,"40,348355","19,710389","48,260391",ACRC21
Juros|Amortização,17/07/2028,809.0,124.0,-,"38,359051","19,71069","44,850784",ACRC21
Juros|Amortização,15/01/2029,932.0,123.0,-,"37,343953","19,71047","42,369535",ACRC21
Juros|Amortização,16/07/2029,1057.0,125.0,-,"37,250108","19,711093","40,645307",ACRC21
Juros|Amortização,15/01/2030,1181.0,124.0,-,"36,240704","19,710703","38,374952",ACRC21
Juros|Amortização,15/07/2030,1305.0,124.0,-,"35,534591","19,710534","36,419699",ACRC21
Juros|Amortização,15/01/2031,1433.0,128.0,-,"35,972519","20,87052","35,972497",ACRC21
Juros|Amortização,15/07/2031,1556.0,123.0,-,"33,801148","20,870576","33,265978",ACRC21
Juros|Amortização,15/01/2032,1685.0,129.0,-,"34,701997","23,189248","33,803576",ACRC21
Juros|Amortização,15/07/2032,1810.0,125.0,-,"32,76922","23,189266","31,396599",ACRC21
Juros|Amortização,17/01/2033,1938.0,128.0,-,"32,71204","23,189799","30,108814",ACRC21
Juros|Amortização,15/07/2033,2062.0,124.0,-,"30,840948","23,189329","27,971149",ACRC21
Juros|Amortização,16/01/2034,2189.0,127.0,-,"30,749436","23,189637","26,814281",ACRC21
Juros|Amortização,17/07/2034,2313.0,124.0,-,"29,179473","23,189548","25,023191",ACRC21
Juros|Amortização,15/01/2035,2436.0,123.0,-,"28,1161","23,189316","23,570874",ACRC21
Juros|Amortização,16/07/2035,2561.0,125.0,-,"27,743882","23,189586","22,484468",ACRC21
Juros|Amortização,15/01/2036,2685.0,124.0,-,"26,687261","23,18903","21,16309",ACRC21
Juros|Amortização,15/07/2036,2809.0,124.0,-,"25,85654","23,189692","20,003046",ACRC21
Juros|Amortização,15/01/2037,2938.0,129.0,-,"26,053492","45,218991","27,894888",ACRC21
Juros|Amortização,15/07/2037,3061.0,123.0,-,"23,213804","45,219017","25,752026",ACRC21
Juros|Amortização,15/01/2038,3187.0,126.0,-,"22,143663","46,378624","24,768918",ACRC21
Juros|Amortização,15/07/2038,3311.0,124.0,-,"20,124493","46,378504","23,105851",ACRC21
Juros|Amortização,17/01/2039,3439.0,128.0,-,"19,069503","48,117744","22,408794",ACRC21
Juros|Amortização,15/07/2039,3563.0,124.0,-,"16,73927","48,118087","20,792009",ACRC21
Juros|Amortização,16/01/2040,3690.0,127.0,-,"15,38536","49,277508","19,905896",ACRC21
Juros|Amortização,16/07/2040,3815.0,125.0,-,"13,358945","49,277424","18,527646",ACRC21
Juros|Amortização,15/01/2041,3939.0,124.0,-,"11,484874","36,871043","13,748295",ACRC21
Juros|Amortização,15/07/2041,4063.0,124.0,-,"10,16401","36,871045","12,853649",ACRC21
Juros|Amortização,15/01/2042,4191.0,128.0,-,"9,133623","38,610148","12,524846",ACRC21
Juros|Amortização,15/07/2042,4314.0,123.0,-,"7,398763","38,610277","11,604945",ACRC21
Juros|Amortização,15/01/2043,4443.0,129.0,-,"6,326358","41,161099","11,494526",ACRC21
Juros|Amortização,15/07/2043,4566.0,123.0,-,"4,564493","41,161104","10,641816",ACRC21
Juros|Amortização,15/01/2044,4692.0,126.0,-,"3,179064","43,711955","10,482727",ACRC21
Juros|Amortização,15/07/2044,4817.0,125.0,-,"1,574598","43,596011","9,703032",ACRC21
Juros|Amortização,16/06/2025,35.0,123.0,-,"39,912054","9,627991","48,995562",AEAB11
Juros|Amortização,15/12/2025,163.0,128.0,-,"41,222793","9,628597","48,300338",AEAB11
Juros|Amortização,15/06/2026,285.0,122.0,-,"38,934505","7,920405","42,822523",AEAB11
Juros|Amortização,15/12/2026,412.0,127.0,-,"40,280323","7,920249","42,32076",AEAB11
Juros|Amortização,15/06/2027,535.0,123.0,-,"38,721777","8,643236","40,002911",AEAB11
Juros|Amortização,15/12/2027,662.0,127.0,-,"39,70001","8,643528","39,224417",AEAB11
Juros|Amortização,16/06/2028,788.0,126.0,-,"39,081636","12,951854","40,571614",AEAB11
Juros|Amortização,15/12/2028,913.0,125.0,-,"38,319669","12,952733","38,430974",AEAB11
Juros|Amortização,15/06/2029,1036.0,123.0,-,"37,257","16,810525","38,982248",AEAB11
Juros|Amortização,17/12/2029,1162.0,126.0,-,"37,59707","16,810753","37,697539",AEAB11
Juros|Amortização,17/06/2030,1286.0,124.0,-,"36,415376","20,062825","37,629464",AEAB11
Juros|Amortização,16/12/2030,1413.0,127.0,-,"36,608737","20,063115","36,274273",AEAB11
Juros|Amortização,16/06/2031,1535.0,122.0,-,"34,468693","21,753176","34,626324",AEAB11
Juros|Amortização,15/12/2031,1664.0,129.0,-,"35,706856","21,752862","33,976173",AEAB11
Juros|Amortização,15/06/2032,1788.0,124.0,-,"33,55566","25,010185","33,300512",AEAB11
Juros|Amortização,15/12/2032,1915.0,127.0,-,"33,505302","25,010641","31,964274",AEAB11
Juros|Amortização,15/06/2033,2041.0,126.0,-,"32,367702","23,311608","29,228447",AEAB11
Juros|Amortização,15/12/2033,2167.0,126.0,-,"31,557506","23,311938","27,679849",AEAB11
Juros|Amortização,15/06/2034,2291.0,124.0,-,"30,250997","25,513458","27,051176",AEAB11
Juros|Amortização,15/12/2034,2417.0,126.0,-,"29,860578","25,513986","25,814295",AEAB11
Juros|Amortização,15/06/2035,2540.0,123.0,-,"28,272419","28,402745","25,414139",AEAB11
Juros|Amortização,17/12/2035,2666.0,126.0,-,"27,986699","28,402981","24,299845",AEAB11
Juros|Amortização,16/06/2036,2788.0,122.0,-,"26,128171","28,640231","22,7093",AEAB11
Juros|Amortização,15/12/2036,2917.0,129.0,-,"26,634199","28,64008","22,004253",AEAB11
Juros|Amortização,15/06/2037,3039.0,122.0,-,"24,201642","31,615856","21,380788",AEAB11
Juros|Amortização,15/12/2037,3166.0,127.0,-,"24,103011","31,615735","20,50401",AEAB11
Juros|Amortização,15/06/2038,3290.0,124.0,-,"22,442954","33,206255","19,692098",AEAB11
Juros|Amortização,15/12/2038,3416.0,126.0,-,"21,657071","33,206222","18,656756",AEAB11
Juros|Amortização,15/06/2039,3541.0,125.0,-,"20,337492","35,172712","18,146191",AEAB11
Juros|Amortização,15/12/2039,3668.0,127.0,-,"19,436228","35,172621","17,14983",AEAB11
