Dados do evento,Data de pagamento,Prazos (dias úteis),Dias entre pagamentos,Expectativa de juros (%),Juros projetados,Amortizações,Fluxo descontado (R$),Ativo
Juros|Amortização,16/06/2025,69,123,-,"30,014622","20,163266","49,110253",APRB18
Juros|Amortização,15/12/2025,197,128,-,"30,792537","20,16328","47,921103",APRB18
Juros|Amortização,15/06/2026,319,122,-,"28,89942","29,328199","52,716614",APRB18
Juros|Amortização,15/12/2026,446,127,-,"29,439151","29,32761","51,139778",APRB18
Juros|Amortização,15/06/2027,569,123,-,"27,865034","47,658354","63,249722",APRB18
Juros|Amortização,15/12/2027,696,127,-,"27,712279","47,658575","60,672124",APRB18
Juros|Amortização,16/06/2028,822,126,-,"26,431145","133,809036","124,022697",APRB18
Juros|Amortização,15/12/2028,947,125,-,"23,265391","133,80997","116,927631",APRB18
Juros|Amortização,15/06/2029,1070,123,-,"19,983196","135,642068","111,490858",APRB18
Juros|Amortização,17/12/2029,1196,126,-,"17,457611","135,642301","105,457646",APRB18
Juros|Amortização,17/06/2030,1320,124,-,"14,207556","159,471759","115,097511",APRB18
Juros|Amortização,16/12/2030,1447,127,-,"10,978006","159,471661","108,573191",APRB18
Juros|Amortização,16/06/2031,1569,122,-,"7,10641","329,940914","206,682053",APRB18
Juros|Amortização,16/06/2025,69,123,-,"28,08225","43,347257","69,669273",ASAB11
Juros|Amortização,15/12/2025,197,128,-,"27,885898","43,346782","66,334684",ASAB11
Juros,15/06/2026,319,122,-,"25,268392","0,00000000","22,515366",ASAB11
Juros,15/12/2026,446,127,-,"26,319886","0,00000000","22,399598",ASAB11
Juros|Amortização,15/06/2027,569,123,-,"25,47859","71,832379","79,21383",ASAB11
Juros|Amortização,15/12/2027,696,127,-,"24,091328","71,831956","74,579257",ASAB11
Juros|Amortização,16/06/2028,822,126,-,"21,688014","76,166378","72,691927",ASAB11
Juros|Amortização,15/12/2028,947,125,-,"19,188044","76,166495","67,70428",ASAB11
Juros|Amortização,15/06/2029,1070,123,-,"16,588982","55,731798","49,115758",ASAB11
Juros|Amortização,17/12/2029,1196,126,-,"15,284532","55,731488","46,081428",ASAB11
Juros|Amortização,17/06/2030,1320,124,-,"13,350702","12,38488","15,967228",ASAB11
Juros|Amortização,16/12/2030,1447,127,-,"13,294429","12,384943","15,217199",ASAB11
Juros|Amortização,16/06/2031,1569,122,-,"12,394424","84,836043","55,130605",ASAB11
Juros|Amortização,15/12/2031,1698,129,-,"10,442592","84,836144","51,561681",ASAB11
Juros|Amortização,15/06/2032,1822,124,-,"7,462887","91,338069","51,123217",ASAB11
Juros|Amortização,15/12/2032,1949,127,-,"4,812503","91,33802","47,518583",ASAB11
Juros|Amortização,15/06/2033,2075,126,-,"1,962977","63,781899","31,044565",ASAB11
Juros,15/07/2025,89,123,-,"33,566424","0,00000000","32,82811",CEAP12
Juros,15/01/2026,218,129,-,"35,230353","0,00000000","33,362409",CEAP12
Juros,15/07/2026,341,123,-,"33,566424","0,00000000","30,824517",CEAP12
Juros,15/01/2027,467,126,-,"34,398078","0,00000000","30,609101",CEAP12
Juros,15/07/2027,591,124,-,"33,843574","0,00000000","29,196774",CEAP12
Juros,17/01/2028,719,128,-,"34,952859","0,00000000","29,204481",CEAP12
Juros,17/07/2028,843,124,-,"33,843574","0,00000000","27,414811",CEAP12
Juros,15/01/2029,966,123,-,"33,566424","0,00000000","26,367254",CEAP12
Juros|Amortização,16/07/2029,1091,125,-,"34,120791","537,665345","435,338607",CEAP12
Juros,15/01/2030,1215,124,-,"16,921786","0,00000000","12,490563",CEAP12
Juros|Amortização,15/07/2030,1339,124,-,"16,921786","537,665345","396,869627",CEAP12
Juros|Amortização,16/06/2025,69,123,-,"385,189711","180,31405","553,607792",CART13
Juros|Amortização,15/12/2025,197,128,-,"394,972067","180,315034","541,405779",CART13
Juros|Amortização,15/06/2026,319,122,-,"370,313794","360,631647","662,517971",CART13
Juros|Amortização,15/12/2026,446,127,-,"373,562719","360,634392","639,927454",CART13
Juros|Amortização,15/06/2027,569,123,-,"349,815075","360,632355","596,19819",CART13
Juros|Amortização,15/12/2027,696,127,-,"349,199774","360,633747","572,823175",CART13
