DATA,Tipo,Spread,Data_Str,Color
2024-08-05,Spread B27/DAP27,0.11430000000000007,2024-08-05,#2ca02c
2024-08-07,Spread B27/DAP27,0.09080000000000066,2024-08-07,#2ca02c
2024-08-08,Spread B27/DAP27,0.10559999999999992,2024-08-08,#2ca02c
2024-08-14,Spread B27/DAP27,0.07710000000000061,2024-08-14,#2ca02c
2024-08-21,Spread B27/DAP27,0.07589999999999986,2024-08-21,#2ca02c
2024-08-23,Spread B27/DAP27,0.06810000000000027,2024-08-23,#2ca02c
2024-08-27,Spread B27/DAP27,0.06740000000000013,2024-08-27,#2ca02c
2024-08-28,Spread B27/DAP27,0.05149999999999988,2024-08-28,#2ca02c
2024-08-30,Spread B27/DAP27,0.07730000000000015,2024-08-30,#2ca02c
2024-09-02,Spread B27/DAP27,0.07479999999999976,2024-09-02,#2ca02c
2024-09-03,Spread B27/DAP27,0.05970000000000031,2024-09-03,#2ca02c
2024-09-04,Spread B27/DAP27,0.07120000000000015,2024-09-04,#2ca02c
2024-09-05,Spread B27/DAP27,0.05489999999999995,2024-09-05,#2ca02c
2024-09-06,Spread B27/DAP27,0.0611000000000006,2024-09-06,#2ca02c
2024-09-09,Spread B27/DAP27,0.04870000000000019,2024-09-09,#2ca02c
2024-09-10,Spread B27/DAP27,0.060100000000000264,2024-09-10,#2ca02c
2024-09-11,Spread B27/DAP27,0.0602999999999998,2024-09-11,#2ca02c
2024-09-17,Spread B27/DAP27,0.06660000000000021,2024-09-17,#2ca02c
2024-09-18,Spread B27/DAP27,0.0600000000000005,2024-09-18,#2ca02c
2024-09-23,Spread B27/DAP27,0.051000000000000156,2024-09-23,#2ca02c
2024-09-24,Spread B27/DAP27,0.05250000000000021,2024-09-24,#2ca02c
2024-09-25,Spread B27/DAP27,0.0398000000000005,2024-09-25,#2ca02c
2024-09-26,Spread B27/DAP27,0.06079999999999952,2024-09-26,#2ca02c
2024-09-30,Spread B27/DAP27,0.04659999999999975,2024-09-30,#2ca02c
2024-10-01,Spread B27/DAP27,0.057800000000000296,2024-10-01,#2ca02c
2024-10-02,Spread B27/DAP27,0.052700000000000635,2024-10-02,#2ca02c
2024-10-03,Spread B27/DAP27,0.0674999999999999,2024-10-03,#2ca02c
2024-10-04,Spread B27/DAP27,0.0461999999999998,2024-10-04,#2ca02c
2024-10-08,Spread B27/DAP27,0.03810000000000002,2024-10-08,#2ca02c
2024-10-09,Spread B27/DAP27,0.03480000000000061,2024-10-09,#2ca02c
2024-10-10,Spread B27/DAP27,0.08689999999999998,2024-10-10,#2ca02c
2024-10-11,Spread B27/DAP27,0.06430000000000025,2024-10-11,#2ca02c
2024-10-14,Spread B27/DAP27,0.06620000000000026,2024-10-14,#2ca02c
2024-10-15,Spread B27/DAP27,0.06379999999999963,2024-10-15,#2ca02c
2024-10-16,Spread B27/DAP27,0.06130000000000013,2024-10-16,#2ca02c
2024-10-17,Spread B27/DAP27,0.06479999999999997,2024-10-17,#2ca02c
2024-10-18,Spread B27/DAP27,0.05329999999999924,2024-10-18,#2ca02c
2024-10-21,Spread B27/DAP27,0.046299999999999564,2024-10-21,#2ca02c
2024-10-22,Spread B27/DAP27,0.05609999999999982,2024-10-22,#2ca02c
2024-10-23,Spread B27/DAP27,0.05830000000000002,2024-10-23,#2ca02c
2024-10-24,Spread B27/DAP27,0.059800000000000075,2024-10-24,#2ca02c
2024-10-25,Spread B27/DAP27,0.03960000000000008,2024-10-25,#2ca02c
2024-10-28,Spread B27/DAP27,0.034099999999999575,2024-10-28,#2ca02c
2024-10-29,Spread B27/DAP27,0.027099999999999902,2024-10-29,#2ca02c
2024-10-30,Spread B27/DAP27,0.019000000000000128,2024-10-30,#2ca02c
2024-10-31,Spread B27/DAP27,0.03140000000000054,2024-10-31,#2ca02c
2024-11-05,Spread B27/DAP27,0.036000000000000476,2024-11-05,#2ca02c
2024-11-08,Spread B27/DAP27,0.06950000000000056,2024-11-08,#2ca02c
2024-11-11,Spread B27/DAP27,0.01869999999999994,2024-11-11,#2ca02c
2024-11-12,Spread B27/DAP27,0.04100000000000037,2024-11-12,#2ca02c
2024-11-14,Spread B27/DAP27,0.04039999999999999,2024-11-14,#2ca02c
2024-11-18,Spread B27/DAP27,0.01690000000000058,2024-11-18,#2ca02c
2024-11-21,Spread B27/DAP27,-0.008399999999999963,2024-11-21,#2ca02c
2024-11-22,Spread B27/DAP27,-0.03420000000000023,2024-11-22,#2ca02c
2024-11-25,Spread B27/DAP27,0.019699999999999385,2024-11-25,#2ca02c
2024-11-27,Spread B27/DAP27,-0.005399999999999849,2024-11-27,#2ca02c
2024-12-03,Spread B27/DAP27,-0.006399999999999295,2024-12-03,#2ca02c
2024-12-04,Spread B27/DAP27,0.005799999999999805,2024-12-04,#2ca02c
2024-12-05,Spread B27/DAP27,0.0,2024-12-05,#2ca02c
2024-12-06,Spread B27/DAP27,-0.008999999999999453,2024-12-06,#2ca02c
2024-12-09,Spread B27/DAP27,0.022800000000000153,2024-12-09,#2ca02c
2024-12-11,Spread B27/DAP27,0.005799999999999805,2024-12-11,#2ca02c
2025-01-08,Spread B27/DAP27,0.009000000000000341,2025-01-08,#2ca02c
2025-01-09,Spread B27/DAP27,0.024100000000000676,2025-01-09,#2ca02c
2025-01-13,Spread B27/DAP27,0.007699999999999818,2025-01-13,#2ca02c
2025-01-14,Spread B27/DAP27,0.017000000000000348,2025-01-14,#2ca02c
2025-01-15,Spread B27/DAP27,-0.0022999999999999687,2025-01-15,#2ca02c
2025-01-17,Spread B27/DAP27,0.015200000000000102,2025-01-17,#2ca02c
2025-01-20,Spread B27/DAP27,0.011500000000000732,2025-01-20,#2ca02c
2025-01-21,Spread B27/DAP27,-0.023399999999999643,2025-01-21,#2ca02c
2025-01-22,Spread B27/DAP27,-0.0049000000000001265,2025-01-22,#2ca02c
2025-01-23,Spread B27/DAP27,-0.0049000000000001265,2025-01-23,#2ca02c
2025-01-24,Spread B27/DAP27,0.05889999999999951,2025-01-24,#2ca02c
2025-01-27,Spread B27/DAP27,0.03929999999999989,2025-01-27,#2ca02c
2025-01-28,Spread B27/DAP27,0.034600000000000186,2025-01-28,#2ca02c
2025-01-29,Spread B27/DAP27,0.02400000000000002,2025-01-29,#2ca02c
2025-01-30,Spread B27/DAP27,0.07399999999999984,2025-01-30,#2ca02c
2025-01-31,Spread B27/DAP27,0.040300000000000225,2025-01-31,#2ca02c
2025-02-03,Spread B27/DAP27,0.042800000000000615,2025-02-03,#2ca02c
2025-02-04,Spread B27/DAP27,0.03530000000000033,2025-02-04,#2ca02c
2025-02-05,Spread B27/DAP27,0.02400000000000002,2025-02-05,#2ca02c
2025-02-06,Spread B27/DAP27,0.01609999999999978,2025-02-06,#2ca02c
2025-02-07,Spread B27/DAP27,0.02940000000000076,2025-02-07,#2ca02c
2025-02-10,Spread B27/DAP27,0.02970000000000006,2025-02-10,#2ca02c
2025-02-11,Spread B27/DAP27,0.027900000000000702,2025-02-11,#2ca02c
2025-02-12,Spread B27/DAP27,0.0235000000000003,2025-02-12,#2ca02c
2025-02-13,Spread B27/DAP27,0.03810000000000002,2025-02-13,#2ca02c
2025-02-17,Spread B27/DAP27,0.07139999999999969,2025-02-17,#2ca02c
2025-02-21,Spread B27/DAP27,0.020799999999999486,2025-02-21,#2ca02c
2025-02-24,Spread B27/DAP27,0.025500000000000078,2025-02-24,#2ca02c
2025-02-25,Spread B27/DAP27,0.04039999999999999,2025-02-25,#2ca02c
2025-02-26,Spread B27/DAP27,0.07039999999999935,2025-02-26,#2ca02c
2025-02-27,Spread B27/DAP27,0.016300000000000203,2025-02-27,#2ca02c
2025-02-28,Spread B27/DAP27,0.025500000000000078,2025-02-28,#2ca02c
2025-03-06,Spread B27/DAP27,0.0237999999999996,2025-03-06,#2ca02c
2025-03-07,Spread B27/DAP27,0.015799999999999592,2025-03-07,#2ca02c
2025-03-10,Spread B27/DAP27,0.008799999999999919,2025-03-10,#2ca02c
2025-03-11,Spread B27/DAP27,0.045700000000000074,2025-03-11,#2ca02c
2025-03-12,Spread B27/DAP27,0.057000000000000384,2025-03-12,#2ca02c
2025-03-13,Spread B27/DAP27,0.025099999999999234,2025-03-13,#2ca02c
2025-03-14,Spread B27/DAP27,0.013200000000000323,2025-03-14,#2ca02c
2025-03-17,Spread B27/DAP27,-0.010100000000000442,2025-03-17,#2ca02c
2025-03-18,Spread B27/DAP27,0.017900000000000027,2025-03-18,#2ca02c
2025-03-19,Spread B27/DAP27,0.025000000000000355,2025-03-19,#2ca02c
2025-03-20,Spread B27/DAP27,0.016599999999998616,2025-03-20,#2ca02c
2025-03-21,Spread B27/DAP27,-0.01550000000000118,2025-03-21,#2ca02c
2025-03-24,Spread B27/DAP27,-0.007899999999999352,2025-03-24,#2ca02c
2025-03-25,Spread B27/DAP27,0.018299999999999983,2025-03-25,#2ca02c
2025-03-26,Spread B27/DAP27,0.019099999999999895,2025-03-26,#2ca02c
2025-03-27,Spread B27/DAP27,-0.004699999999999704,2025-03-27,#2ca02c
2025-03-31,Spread B27/DAP27,-0.02519999999999989,2025-03-31,#2ca02c
2025-04-01,Spread B27/DAP27,0.0038000000000000256,2025-04-01,#2ca02c
2025-04-02,Spread B27/DAP27,0.005799999999998917,2025-04-02,#2ca02c
2025-04-03,Spread B27/DAP27,0.07319999999999993,2025-04-03,#2ca02c
2025-04-04,Spread B27/DAP27,0.08910000000000018,2025-04-04,#2ca02c
2025-04-07,Spread B27/DAP27,0.04370000000000118,2025-04-07,#2ca02c
2025-04-08,Spread B27/DAP27,0.04640000000000022,2025-04-08,#2ca02c
2025-04-09,Spread B27/DAP27,0.034900000000000375,2025-04-09,#2ca02c
2025-04-10,Spread B27/DAP27,-0.0023999999999997357,2025-04-10,#2ca02c
2025-04-11,Spread B27/DAP27,0.05460000000000065,2025-04-11,#2ca02c
2025-04-14,Spread B27/DAP27,0.041499999999999204,2025-04-14,#2ca02c
2025-04-15,Spread B27/DAP27,0.06550000000000011,2025-04-15,#2ca02c
2025-04-16,Spread B27/DAP27,0.027699999999999392,2025-04-16,#2ca02c
2025-04-17,Spread B27/DAP27,0.038000000000000256,2025-04-17,#2ca02c
2025-04-22,Spread B27/DAP27,0.032099999999999795,2025-04-22,#2ca02c
2025-04-23,Spread B27/DAP27,0.018200000000000216,2025-04-23,#2ca02c
2025-04-24,Spread B27/DAP27,0.02260000000000062,2025-04-24,#2ca02c
2025-04-25,Spread B27/DAP27,0.027000000000000135,2025-04-25,#2ca02c
2025-04-28,Spread B27/DAP27,0.05719999999999992,2025-04-28,#2ca02c
2024-04-29,Spread B28/DAP28,0.10740000000000016,2024-04-29,#d62728
2024-04-30,Spread B28/DAP28,0.1051000000000002,2024-04-30,#d62728
2024-05-02,Spread B28/DAP28,0.09989999999999988,2024-05-02,#d62728
2024-05-06,Spread B28/DAP28,0.09990000000000077,2024-05-06,#d62728
2024-05-07,Spread B28/DAP28,0.09729999999999972,2024-05-07,#d62728
2024-05-15,Spread B28/DAP28,0.10500000000000043,2024-05-15,#d62728
2024-05-21,Spread B28/DAP28,0.07150000000000034,2024-05-21,#d62728
2024-05-23,Spread B28/DAP28,0.09190000000000076,2024-05-23,#d62728
2024-05-24,Spread B28/DAP28,0.04890000000000061,2024-05-24,#d62728
2024-05-27,Spread B28/DAP28,0.08009999999999984,2024-05-27,#d62728
2024-05-28,Spread B28/DAP28,0.08990000000000009,2024-05-28,#d62728
2024-06-03,Spread B28/DAP28,0.09999999999999964,2024-06-03,#d62728
2024-06-04,Spread B28/DAP28,0.05489999999999995,2024-06-04,#d62728
2024-06-05,Spread B28/DAP28,0.06259999999999977,2024-06-05,#d62728
2024-06-06,Spread B28/DAP28,0.07489999999999952,2024-06-06,#d62728
2024-06-10,Spread B28/DAP28,0.05960000000000054,2024-06-10,#d62728
2024-06-11,Spread B28/DAP28,0.05410000000000004,2024-06-11,#d62728
2024-06-14,Spread B28/DAP28,0.02740000000000009,2024-06-14,#d62728
2024-06-27,Spread B28/DAP28,0.06960000000000033,2024-06-27,#d62728
2024-06-28,Spread B28/DAP28,0.08079999999999998,2024-06-28,#d62728
2024-07-08,Spread B28/DAP28,0.07529999999999948,2024-07-08,#d62728
2024-07-09,Spread B28/DAP28,0.06500000000000039,2024-07-09,#d62728
2024-07-12,Spread B28/DAP28,0.10489999999999977,2024-07-12,#d62728
2024-07-17,Spread B28/DAP28,0.08929999999999971,2024-07-17,#d62728
2024-07-23,Spread B28/DAP28,0.06309999999999949,2024-07-23,#d62728
2024-07-24,Spread B28/DAP28,0.07910000000000039,2024-07-24,#d62728
2024-07-25,Spread B28/DAP28,0.09509999999999952,2024-07-25,#d62728
2024-07-26,Spread B28/DAP28,0.09039999999999981,2024-07-26,#d62728
2024-07-30,Spread B28/DAP28,0.0943000000000005,2024-07-30,#d62728
2024-08-02,Spread B28/DAP28,0.09489999999999998,2024-08-02,#d62728
2024-08-05,Spread B28/DAP28,0.11739999999999995,2024-08-05,#d62728
2024-08-07,Spread B28/DAP28,0.09330000000000016,2024-08-07,#d62728
2024-08-08,Spread B28/DAP28,0.10989999999999966,2024-08-08,#d62728
2024-08-14,Spread B28/DAP28,0.08180000000000032,2024-08-14,#d62728
2024-08-21,Spread B28/DAP28,0.07810000000000006,2024-08-21,#d62728
2024-08-23,Spread B28/DAP28,0.08830000000000027,2024-08-23,#d62728
2024-08-27,Spread B28/DAP28,0.0818999999999992,2024-08-27,#d62728
2024-08-28,Spread B28/DAP28,0.059800000000000075,2024-08-28,#d62728
2024-08-30,Spread B28/DAP28,0.07929999999999993,2024-08-30,#d62728
2024-09-02,Spread B28/DAP28,0.07979999999999965,2024-09-02,#d62728
2024-09-03,Spread B28/DAP28,0.08060000000000045,2024-09-03,#d62728
2024-09-04,Spread B28/DAP28,0.09520000000000017,2024-09-04,#d62728
2024-09-05,Spread B28/DAP28,0.08999999999999986,2024-09-05,#d62728
2024-09-06,Spread B28/DAP28,0.07899999999999974,2024-09-06,#d62728
2024-09-09,Spread B28/DAP28,0.07230000000000025,2024-09-09,#d62728
2024-09-10,Spread B28/DAP28,0.0838000000000001,2024-09-10,#d62728
2024-09-11,Spread B28/DAP28,0.05960000000000054,2024-09-11,#d62728
2024-09-17,Spread B28/DAP28,0.09140000000000015,2024-09-17,#d62728
2024-09-18,Spread B28/DAP28,0.07749999999999968,2024-09-18,#d62728
2024-09-23,Spread B28/DAP28,0.08819999999999961,2024-09-23,#d62728
2024-09-24,Spread B28/DAP28,0.07249999999999979,2024-09-24,#d62728
2024-09-25,Spread B28/DAP28,0.06500000000000039,2024-09-25,#d62728
2024-09-26,Spread B28/DAP28,0.07940000000000058,2024-09-26,#d62728
2024-09-30,Spread B28/DAP28,0.0708000000000002,2024-09-30,#d62728
2024-10-01,Spread B28/DAP28,0.07249999999999979,2024-10-01,#d62728
2024-10-02,Spread B28/DAP28,0.06450000000000067,2024-10-02,#d62728
2024-10-03,Spread B28/DAP28,0.06500000000000039,2024-10-03,#d62728
2024-10-04,Spread B28/DAP28,0.04499999999999993,2024-10-04,#d62728
2024-10-08,Spread B28/DAP28,0.05750000000000011,2024-10-08,#d62728
2024-10-09,Spread B28/DAP28,0.06170000000000009,2024-10-09,#d62728
2024-10-10,Spread B28/DAP28,0.11190000000000033,2024-10-10,#d62728
2024-10-11,Spread B28/DAP28,0.07249999999999979,2024-10-11,#d62728
2024-10-14,Spread B28/DAP28,0.0766,2024-10-14,#d62728
2024-10-15,Spread B28/DAP28,0.033800000000000274,2024-10-15,#d62728
2024-10-16,Spread B28/DAP28,0.07570000000000032,2024-10-16,#d62728
2024-10-17,Spread B28/DAP28,0.09389999999999965,2024-10-17,#d62728
2024-10-18,Spread B28/DAP28,0.06560000000000077,2024-10-18,#d62728
2024-10-21,Spread B28/DAP28,0.06869999999999976,2024-10-21,#d62728
2024-10-22,Spread B28/DAP28,0.07980000000000054,2024-10-22,#d62728
2024-10-23,Spread B28/DAP28,0.05860000000000021,2024-10-23,#d62728
2024-10-24,Spread B28/DAP28,0.07939999999999969,2024-10-24,#d62728
2024-10-25,Spread B28/DAP28,0.06570000000000054,2024-10-25,#d62728
2024-10-28,Spread B28/DAP28,0.06530000000000058,2024-10-28,#d62728
2024-10-29,Spread B28/DAP28,0.06709999999999994,2024-10-29,#d62728
2024-10-30,Spread B28/DAP28,0.06339999999999968,2024-10-30,#d62728
2024-10-31,Spread B28/DAP28,0.03669999999999973,2024-10-31,#d62728
2024-11-05,Spread B28/DAP28,0.0693999999999999,2024-11-05,#d62728
2024-11-08,Spread B28/DAP28,0.0884999999999998,2024-11-08,#d62728
2024-11-11,Spread B28/DAP28,0.049900000000000055,2024-11-11,#d62728
2024-11-12,Spread B28/DAP28,0.06159999999999943,2024-11-12,#d62728
2024-11-14,Spread B28/DAP28,0.0591999999999997,2024-11-14,#d62728
2024-11-18,Spread B28/DAP28,0.05999999999999961,2024-11-18,#d62728
2024-11-21,Spread B28/DAP28,0.06200000000000028,2024-11-21,#d62728
2024-11-22,Spread B28/DAP28,0.0129999999999999,2024-11-22,#d62728
2024-11-25,Spread B28/DAP28,0.06490000000000062,2024-11-25,#d62728
2024-11-27,Spread B28/DAP28,-0.05169999999999941,2024-11-27,#d62728
2024-12-03,Spread B28/DAP28,0.059200000000000585,2024-12-03,#d62728
2024-12-04,Spread B28/DAP28,0.06810000000000027,2024-12-04,#d62728
2024-12-05,Spread B28/DAP28,0.04699999999999971,2024-12-05,#d62728
2024-12-06,Spread B28/DAP28,0.0649999999999995,2024-12-06,#d62728
2024-12-09,Spread B28/DAP28,0.062300000000000466,2024-12-09,#d62728
2024-12-11,Spread B28/DAP28,0.11870000000000047,2024-12-11,#d62728
2025-01-08,Spread B28/DAP28,0.07500000000000018,2025-01-08,#d62728
2025-01-09,Spread B28/DAP28,0.05860000000000021,2025-01-09,#d62728
2025-01-13,Spread B28/DAP28,0.03750000000000053,2025-01-13,#d62728
2025-01-14,Spread B28/DAP28,0.03750000000000053,2025-01-14,#d62728
2025-01-15,Spread B28/DAP28,0.04760000000000009,2025-01-15,#d62728
2025-01-17,Spread B28/DAP28,0.02999999999999936,2025-01-17,#d62728
2025-01-20,Spread B28/DAP28,0.03200000000000003,2025-01-20,#d62728
2025-01-21,Spread B28/DAP28,0.03249999999999975,2025-01-21,#d62728
2025-01-22,Spread B28/DAP28,0.04999999999999982,2025-01-22,#d62728
2025-01-23,Spread B28/DAP28,0.022800000000000153,2025-01-23,#d62728
2025-01-24,Spread B28/DAP28,0.0815999999999999,2025-01-24,#d62728
2025-01-27,Spread B28/DAP28,0.04999999999999982,2025-01-27,#d62728
2025-01-28,Spread B28/DAP28,0.0674999999999999,2025-01-28,#d62728
2025-01-29,Spread B28/DAP28,0.053600000000000314,2025-01-29,#d62728
2025-01-30,Spread B28/DAP28,0.056999999999999496,2025-01-30,#d62728
2025-01-31,Spread B28/DAP28,0.03480000000000061,2025-01-31,#d62728
2025-02-03,Spread B28/DAP28,0.040000000000000036,2025-02-03,#d62728
2025-02-04,Spread B28/DAP28,0.05129999999999946,2025-02-04,#d62728
2025-02-05,Spread B28/DAP28,0.07209999999999983,2025-02-05,#d62728
2025-02-06,Spread B28/DAP28,0.04610000000000003,2025-02-06,#d62728
2025-02-07,Spread B28/DAP28,0.04800000000000004,2025-02-07,#d62728
2025-02-10,Spread B28/DAP28,0.062100000000000044,2025-02-10,#d62728
2025-02-11,Spread B28/DAP28,0.05030000000000001,2025-02-11,#d62728
2025-02-12,Spread B28/DAP28,0.022499999999999964,2025-02-12,#d62728
2025-02-13,Spread B28/DAP28,0.032399999999999984,2025-02-13,#d62728
2025-02-17,Spread B28/DAP28,0.07629999999999981,2025-02-17,#d62728
2025-02-21,Spread B28/DAP28,0.08190000000000008,2025-02-21,#d62728
2025-02-24,Spread B28/DAP28,0.054999999999999716,2025-02-24,#d62728
2025-02-25,Spread B28/DAP28,0.05339999999999989,2025-02-25,#d62728
2025-02-26,Spread B28/DAP28,0.057000000000000384,2025-02-26,#d62728
2025-02-27,Spread B28/DAP28,-0.01670000000000016,2025-02-27,#d62728
2025-02-28,Spread B28/DAP28,0.05009999999999959,2025-02-28,#d62728
2025-03-06,Spread B28/DAP28,0.03810000000000002,2025-03-06,#d62728
2025-03-07,Spread B28/DAP28,0.05429999999999957,2025-03-07,#d62728
2025-03-10,Spread B28/DAP28,0.024799999999999933,2025-03-10,#d62728
2025-03-11,Spread B28/DAP28,0.06760000000000055,2025-03-11,#d62728
2025-03-12,Spread B28/DAP28,0.07350000000000012,2025-03-12,#d62728
2025-03-13,Spread B28/DAP28,0.03339999999999943,2025-03-13,#d62728
2025-03-14,Spread B28/DAP28,0.027499999999999858,2025-03-14,#d62728
2025-03-17,Spread B28/DAP28,0.004999999999999893,2025-03-17,#d62728
2025-03-18,Spread B28/DAP28,0.022400000000000198,2025-03-18,#d62728
2025-03-19,Spread B28/DAP28,0.012399999999999523,2025-03-19,#d62728
2025-03-20,Spread B28/DAP28,0.03500000000000014,2025-03-20,#d62728
2025-03-21,Spread B28/DAP28,0.011600000000000499,2025-03-21,#d62728
2025-03-24,Spread B28/DAP28,0.015699999999999825,2025-03-24,#d62728
2025-03-25,Spread B28/DAP28,0.03500000000000014,2025-03-25,#d62728
2025-03-26,Spread B28/DAP28,0.015000000000000568,2025-03-26,#d62728
2025-03-27,Spread B28/DAP28,-0.009700000000000486,2025-03-27,#d62728
2025-03-31,Spread B28/DAP28,0.000700000000000145,2025-03-31,#d62728
2025-04-01,Spread B28/DAP28,0.03560000000000052,2025-04-01,#d62728
2025-04-02,Spread B28/DAP28,0.04579999999999984,2025-04-02,#d62728
2025-04-03,Spread B28/DAP28,0.09189999999999987,2025-04-03,#d62728
2025-04-04,Spread B28/DAP28,0.08719999999999928,2025-04-04,#d62728
2025-04-07,Spread B28/DAP28,0.04749999999999943,2025-04-07,#d62728
2025-04-08,Spread B28/DAP28,0.03500000000000014,2025-04-08,#d62728
2025-04-09,Spread B28/DAP28,0.04499999999999993,2025-04-09,#d62728
2025-04-10,Spread B28/DAP28,0.010999999999999233,2025-04-10,#d62728
2025-04-11,Spread B28/DAP28,0.045399999999999,2025-04-11,#d62728
2025-04-14,Spread B28/DAP28,0.0365000000000002,2025-04-14,#d62728
2025-04-15,Spread B28/DAP28,0.05410000000000004,2025-04-15,#d62728
2025-04-16,Spread B28/DAP28,0.03979999999999961,2025-04-16,#d62728
2025-04-17,Spread B28/DAP28,0.0649999999999995,2025-04-17,#d62728
2025-04-22,Spread B28/DAP28,0.05489999999999995,2025-04-22,#d62728
2025-04-23,Spread B28/DAP28,0.042500000000000426,2025-04-23,#d62728
2025-04-24,Spread B28/DAP28,0.03739999999999988,2025-04-24,#d62728
2025-04-25,Spread B28/DAP28,0.04220000000000024,2025-04-25,#d62728
2025-04-28,Spread B28/DAP28,0.05749999999999922,2025-04-28,#d62728
2024-04-29,Spread B30/DAP30,0.053000000000000824,2024-04-29,#9467bd
2024-04-30,Spread B30/DAP30,0.08850000000000069,2024-04-30,#9467bd
2024-05-02,Spread B30/DAP30,0.0823999999999998,2024-05-02,#9467bd
2024-05-06,Spread B30/DAP30,0.06990000000000052,2024-05-06,#9467bd
2024-05-07,Spread B30/DAP30,0.07480000000000064,2024-05-07,#9467bd
2024-05-15,Spread B30/DAP30,0.08230000000000004,2024-05-15,#9467bd
2024-05-21,Spread B30/DAP30,0.058099999999999596,2024-05-21,#9467bd
2024-05-23,Spread B30/DAP30,0.0884999999999998,2024-05-23,#9467bd
2024-05-24,Spread B30/DAP30,0.07000000000000028,2024-05-24,#9467bd
2024-05-27,Spread B30/DAP30,0.049900000000000055,2024-05-27,#9467bd
2024-05-28,Spread B30/DAP30,0.04610000000000003,2024-05-28,#9467bd
2024-06-03,Spread B30/DAP30,0.05239999999999956,2024-06-03,#9467bd
2024-06-04,Spread B30/DAP30,0.01669999999999927,2024-06-04,#9467bd
2024-06-05,Spread B30/DAP30,0.0,2024-06-05,#9467bd
2024-06-06,Spread B30/DAP30,0.050200000000000244,2024-06-06,#9467bd
2024-06-10,Spread B30/DAP30,0.018400000000000638,2024-06-10,#9467bd
2024-06-11,Spread B30/DAP30,-0.02970000000000006,2024-06-11,#9467bd
2024-06-14,Spread B30/DAP30,-0.00020000000000042206,2024-06-14,#9467bd
2024-06-27,Spread B30/DAP30,0.002500000000000391,2024-06-27,#9467bd
2024-06-28,Spread B30/DAP30,-0.06569999999999965,2024-06-28,#9467bd
2024-07-08,Spread B30/DAP30,-0.00020000000000042206,2024-07-08,#9467bd
2024-07-09,Spread B30/DAP30,-0.011400000000000077,2024-07-09,#9467bd
2024-07-12,Spread B30/DAP30,0.019700000000000273,2024-07-12,#9467bd
2024-07-17,Spread B30/DAP30,-0.002200000000000202,2024-07-17,#9467bd
2024-07-23,Spread B30/DAP30,-0.04610000000000003,2024-07-23,#9467bd
2024-07-24,Spread B30/DAP30,-0.024199999999999555,2024-07-24,#9467bd
2024-07-25,Spread B30/DAP30,-0.030899999999999928,2024-07-25,#9467bd
2024-07-26,Spread B30/DAP30,0.01839999999999975,2024-07-26,#9467bd
2024-07-30,Spread B30/DAP30,-0.010099999999999554,2024-07-30,#9467bd
2024-08-02,Spread B30/DAP30,-0.010100000000000442,2024-08-02,#9467bd
2024-08-05,Spread B30/DAP30,-0.010200000000000209,2024-08-05,#9467bd
2024-08-07,Spread B30/DAP30,0.007100000000000328,2024-08-07,#9467bd
2024-08-08,Spread B30/DAP30,0.01690000000000058,2024-08-08,#9467bd
2024-08-14,Spread B30/DAP30,0.022400000000000198,2024-08-14,#9467bd
2024-08-21,Spread B30/DAP30,0.019600000000000506,2024-08-21,#9467bd
2024-08-23,Spread B30/DAP30,0.02719999999999967,2024-08-23,#9467bd
2024-08-27,Spread B30/DAP30,0.01750000000000007,2024-08-27,#9467bd
2024-08-28,Spread B30/DAP30,-0.006099999999999994,2024-08-28,#9467bd
2024-08-30,Spread B30/DAP30,0.02999999999999936,2024-08-30,#9467bd
2024-09-02,Spread B30/DAP30,-0.014800000000000146,2024-09-02,#9467bd
2024-09-03,Spread B30/DAP30,0.030100000000000016,2024-09-03,#9467bd
2024-09-04,Spread B30/DAP30,0.014100000000000001,2024-09-04,#9467bd
2024-09-05,Spread B30/DAP30,-0.002500000000000391,2024-09-05,#9467bd
2024-09-06,Spread B30/DAP30,0.009999999999999787,2024-09-06,#9467bd
2024-09-09,Spread B30/DAP30,-0.0034999999999998366,2024-09-09,#9467bd
2024-09-10,Spread B30/DAP30,0.014499999999999957,2024-09-10,#9467bd
2024-09-11,Spread B30/DAP30,-0.004999999999999893,2024-09-11,#9467bd
2024-09-17,Spread B30/DAP30,0.012399999999999523,2024-09-17,#9467bd
2024-09-18,Spread B30/DAP30,0.0036999999999993705,2024-09-18,#9467bd
2024-09-23,Spread B30/DAP30,0.0129999999999999,2024-09-23,#9467bd
2024-09-24,Spread B30/DAP30,-0.00820000000000043,2024-09-24,#9467bd
2024-09-25,Spread B30/DAP30,-0.00649999999999995,2024-09-25,#9467bd
2024-09-26,Spread B30/DAP30,-0.011099999999999888,2024-09-26,#9467bd
2024-09-30,Spread B30/DAP30,-0.01949999999999985,2024-09-30,#9467bd
2024-10-01,Spread B30/DAP30,-0.014499999999999957,2024-10-01,#9467bd
2024-10-02,Spread B30/DAP30,-0.05250000000000021,2024-10-02,#9467bd
2024-10-03,Spread B30/DAP30,-0.025100000000000122,2024-10-03,#9467bd
2024-10-04,Spread B30/DAP30,-0.060099999999999376,2024-10-04,#9467bd
2024-10-08,Spread B30/DAP30,-0.04329999999999945,2024-10-08,#9467bd
2024-10-09,Spread B30/DAP30,-0.010799999999999699,2024-10-09,#9467bd
2024-10-10,Spread B30/DAP30,0.04699999999999971,2024-10-10,#9467bd
